ABS TIME|T-CPU|T-PCB-TOP|T-PCB-BOTTOM|T-WIRELESS-MODEM|T-POWER-MANAGER|X ACC|Y ACC|Z ACC|X GYRO|Y GYRO|Z GYRO|X MAG|Y MAG|Z MAG
2026-01-29 04:24:25.359899+00:00|31.29656323478406|34.363745879584656|35.03297111790852|31.300469458590953|33.59039260567795|-0.738037109375|0.53466796875|-0.34375|-1.28173828125|2.532958984375|0.244140625|-1.9392494658119657|38.96128472222222|-40.25509386446887
2026-01-29 04:24:25.419541+00:00|31.29656323478406|34.363745879584656|35.03297111790852|31.31218838134987|33.621903671200585|-0.735107421875|0.5302734375|-0.336181640625|-1.068115234375|2.410888671875|0.0|-0.35259081196581193|38.4323985042735|-41.783768315018314
2026-01-29 04:24:25.478698+00:00|31.300469458590953|34.35583991979854|35.02503729763691|31.320001206432664|33.61008650198704|-0.7421875|0.532470703125|-0.337646484375|-1.312255859375|2.44140625|-0.06103515625|-1.4103632478632477|39.13758012820512|-41.783768315018314
2026-01-29 04:24:25.537979+00:00|31.304375724256715|34.363745879584656|35.02503729763691|31.316094772869576|33.61008650198704|-0.740234375|0.53662109375|-0.341552734375|-1.312255859375|2.44140625|0.091552734375|-1.0577724358974359|38.4323985042735|-41.44406288156288
2026-01-29 04:24:25.597215+00:00|31.320001206432664|34.37165215300496|35.02503729763691|31.30828203182773|33.59039260567795|-0.740966796875|0.535400390625|-0.337646484375|-1.28173828125|2.471923828125|0.213623046875|-1.9392494658119657|38.608693910256406|-41.613915598290596
2026-01-29 04:24:25.656255+00:00|31.31218838134987|34.37165215300496|35.03297111790852|31.316094772869576|33.59826995662843|-0.736083984375|0.53955078125|-0.333984375|-0.8544921875|2.44140625|-0.030517578125|-0.8814770299145299|36.84573985042735|-41.953621031746025
2026-01-29 04:24:25.715380+00:00|31.320001206432664|34.3795587404428|35.029004164516266|31.33172075984436|33.606147584279995|-0.73681640625|0.533935546875|-0.332763671875|-1.190185546875|2.410888671875|0.091552734375|-0.35259081196581193|39.49017094017094|-42.463179181929185
2026-01-29 04:24:25.774463+00:00|31.3278141998739|34.38746564228188|35.03297111790852|31.33562736204277|33.59826995662843|-0.73974609375|0.538818359375|-0.34619140625|-1.373291015625|2.471923828125|0.244140625|-1.5866586538461538|39.313875534188035|-41.613915598290596
2026-01-29 04:24:25.833623+00:00|31.33172075984436|34.38746564228188|35.02107051722169|31.33172075984436|33.621903671200585|-0.738037109375|0.53564453125|-0.336181640625|-1.03759765625|2.5634765625|0.06103515625|-1.234067841880342|38.256103098290595|-41.27421016483516
2026-01-29 04:24:25.892877+00:00|31.33172075984436|34.3953728589056|35.02503729763691|31.33953400651552|33.60220873584291|-0.742919921875|0.537841796875|-0.339111328125|-1.312255859375|2.5634765625|0.0|-0.17629540598290597|37.55092147435897|-41.613915598290596
